referrer,views_total,views_unique
linkedin.com,49,39
Google,35,17
DuckDuckGo,18,1
github.com,16,9
Bing,14,1
com.linkedin.android,12,11
chatgpt.com,8,2
statics.teams.cdn.office.net,4,4
medium.com,4,1
cn.bing.com,4,1
