referrer,views_total,views_unique
Bing,26,4
github.com,22,10
Google,15,7
astro-informatics.github.io,13,3
DuckDuckGo,4,1
jasonmcewen.org,3,1
askabalan.github.io,1,1
chatgpt.com,1,1
linkedin.com,1,1
pypi.org,1,1
