url_path,views_total,views_unique
/astro-informatics/s2fft,52,31
/astro-informatics/s2fft/pulls,31,2
/astro-informatics/s2fft/tree/main/s2fft,20,7
/astro-informatics/s2fft/pull/290,19,4
/astro-informatics/s2fft/pull/333,12,1
/astro-informatics/s2fft/tree/main,10,3
/astro-informatics/s2fft/tree/main/notebooks,9,5
/astro-informatics/s2fft/tree/main/s2fft/transforms,8,3
/astro-informatics/s2fft/pull/290/files,8,1
/astro-informatics/s2fft/blob/main/notebooks/spherical_rotation.ipynb,6,3
