referrer,views_total,views_unique
linkedin.com,305,233
Google,80,22
com.linkedin.android,75,58
github.com,35,12
lnkd.in,16,14
DuckDuckGo,16,2
cn.bing.com,13,4
Bing,6,1
arxiv.org,4,2
jasonmcewen.org,3,1
