time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,8,4,15.0,7.0
2025-02-19 00:00:00+00:00,32,7,80.0,5.0
2025-02-20 00:00:00+00:00,8,3,1.0,1.0
2025-02-21 00:00:00+00:00,9,6,30.0,6.0
2025-02-22 00:00:00+00:00,7,5,1.0,1.0
2025-02-23 00:00:00+00:00,11,3,1.0,1.0
2025-02-24 00:00:00+00:00,21,4,38.0,4.0
2025-02-25 00:00:00+00:00,19,4,58.0,8.0
2025-02-26 00:00:00+00:00,6,3,50.0,8.0
2025-02-27 00:00:00+00:00,4,3,7.0,4.0
2025-02-28 00:00:00+00:00,5,3,12.0,4.0
2025-03-01 00:00:00+00:00,8,6,,
2025-03-02 00:00:00+00:00,8,3,4.0,3.0
2025-03-03 00:00:00+00:00,2,2,26.0,5.0
