time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,133,42,15,9
2026-05-02 00:00:00+00:00,47,20,11,7
2026-05-03 00:00:00+00:00,76,29,8,8
2026-05-04 00:00:00+00:00,50,22,10,4
2026-05-05 00:00:00+00:00,80,33,10,4
2026-05-06 00:00:00+00:00,96,31,7,2
2026-05-07 00:00:00+00:00,94,32,2,2
2026-05-08 00:00:00+00:00,58,27,23,4
2026-05-09 00:00:00+00:00,49,23,1,1
2026-05-10 00:00:00+00:00,47,12,11,3
2026-05-11 00:00:00+00:00,69,31,16,4
2026-05-12 00:00:00+00:00,91,29,6,6
2026-05-13 00:00:00+00:00,155,28,2,2
2026-05-14 00:00:00+00:00,55,25,8,2
