referrer,views_total,views_unique
Google,87,18
github.com,34,7
astro-informatics.github.io,19,3
proceedings.neurips.cc,14,1
Bing,6,1
cn.bing.com,6,1
jasonmcewen.org,3,1
chatgpt.com,2,1
