time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-14 00:00:00+00:00,10.0,4.0,,
2025-06-15 00:00:00+00:00,17.0,6.0,2.0,2.0
2025-06-16 00:00:00+00:00,45.0,19.0,26.0,6.0
2025-06-17 00:00:00+00:00,16.0,10.0,35.0,8.0
2025-06-18 00:00:00+00:00,19.0,12.0,25.0,8.0
2025-06-19 00:00:00+00:00,52.0,14.0,51.0,9.0
2025-06-20 00:00:00+00:00,11.0,3.0,16.0,5.0
2025-06-21 00:00:00+00:00,13.0,4.0,3.0,2.0
2025-06-22 00:00:00+00:00,16.0,5.0,5.0,4.0
2025-06-23 00:00:00+00:00,14.0,7.0,22.0,4.0
2025-06-24 00:00:00+00:00,11.0,3.0,15.0,6.0
2025-06-25 00:00:00+00:00,10.0,4.0,6.0,5.0
2025-06-26 00:00:00+00:00,13.0,6.0,27.0,7.0
2025-06-27 00:00:00+00:00,,,6.0,4.0
