url_path,views_total,views_unique
/astro-informatics/s2fft,34,17
/astro-informatics/s2fft/pulls,34,6
/astro-informatics/s2fft/pull/381,15,3
/astro-informatics/s2fft/pull/380,12,2
/astro-informatics/s2fft/pull/380/changes,9,1
/astro-informatics/s2fft/issues,6,5
/astro-informatics/s2fft/blob/main/.github/workflows/build.yml,4,1
/astro-informatics/s2fft/pull/381/changes,4,1
/astro-informatics/s2fft/pull/290,3,2
/astro-informatics/s2fft/releases,3,2
