referrer,views_total,views_unique
Google,86,21
github.com,72,11
astro-informatics.github.io,18,5
jasonmcewen.org,16,3
medium.com,12,2
pypi.org,8,2
t.co,2,1
dongaigc.com,1,1
arxiv.org,1,1
Bing,1,1
