referrer,views_total,views_unique
astro-informatics.github.io,27,4
chatgpt.com,23,2
Google,18,6
cn.bing.com,12,2
arxiv.org,10,2
Bing,8,2
search.brave.com,5,1
linkedin.com,4,3
