time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,33,12,1,1
2026-04-15 00:00:00+00:00,36,12,7,5
2026-04-16 00:00:00+00:00,27,15,19,8
2026-04-17 00:00:00+00:00,37,12,16,4
2026-04-18 00:00:00+00:00,26,14,7,5
2026-04-19 00:00:00+00:00,49,23,3,2
2026-04-20 00:00:00+00:00,61,26,16,9
2026-04-21 00:00:00+00:00,125,41,26,5
2026-04-22 00:00:00+00:00,96,38,16,3
2026-04-23 00:00:00+00:00,160,60,4,4
2026-04-24 00:00:00+00:00,141,67,4,4
2026-04-25 00:00:00+00:00,140,56,3,2
2026-04-26 00:00:00+00:00,123,34,9,2
2026-04-27 00:00:00+00:00,131,40,13,4
