referrer,views_total,views_unique
DuckDuckGo,23,2
github.com,20,5
Google,18,12
astro-informatics.github.io,9,1
Yahoo,5,1
medium.com,2,1
arxiv.org,1,1
linkedin.com,1,1
pypi.org,1,1
