time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-28 00:00:00+00:00,56.0,7.0,138.0,6.0
2025-03-29 00:00:00+00:00,10.0,9.0,34.0,5.0
2025-03-30 00:00:00+00:00,16.0,8.0,37.0,3.0
2025-03-31 00:00:00+00:00,12.0,9.0,90.0,11.0
2025-04-01 00:00:00+00:00,13.0,5.0,56.0,12.0
2025-04-02 00:00:00+00:00,21.0,8.0,86.0,8.0
2025-04-03 00:00:00+00:00,41.0,11.0,43.0,8.0
2025-04-04 00:00:00+00:00,53.0,11.0,95.0,9.0
2025-04-05 00:00:00+00:00,9.0,7.0,,
2025-04-06 00:00:00+00:00,10.0,5.0,75.0,3.0
2025-04-07 00:00:00+00:00,9.0,7.0,13.0,8.0
2025-04-08 00:00:00+00:00,14.0,4.0,23.0,10.0
2025-04-09 00:00:00+00:00,7.0,3.0,19.0,6.0
2025-04-10 00:00:00+00:00,,,33.0,8.0
