url_path,views_total,views_unique
/astro-informatics/s2fft,293,198
/astro-informatics/s2fft/commits/main,15,1
/astro-informatics/s2fft/tree/main/notebooks,14,6
/astro-informatics/s2fft/tree/main/s2fft,12,8
/astro-informatics/s2fft/issues,8,5
/astro-informatics/s2fft/pulls,6,3
/astro-informatics/s2fft/issues/229,5,2
/astro-informatics/s2fft/blob/main/pyproject.toml,4,3
/astro-informatics/s2fft/blob/main/s2fft/utils/healpix_ffts.py,4,3
/astro-informatics/s2fft/blob/main/notebooks/spherical_rotation.ipynb,4,2
