referrer,views_total,views_unique
linkedin.com,327,245
com.linkedin.android,95,69
Google,87,25
github.com,40,15
lnkd.in,16,14
DuckDuckGo,16,2
cn.bing.com,9,3
statics.teams.cdn.office.net,4,4
astro-informatics.github.io,4,2
arxiv.org,4,2
