url_path,views_total,views_unique
/astro-informatics/s2fft,42,28
/astro-informatics/s2fft/pulls,7,5
/astro-informatics/s2fft/tree/main/s2fft,7,4
/astro-informatics/s2fft/tree/main/examples,6,4
/astro-informatics/s2fft/blob/main/benchmarks/benchmarking.py,5,1
/astro-informatics/s2fft/tree/main,3,2
/astro-informatics/s2fft/tree/main/s2fft/sampling,3,1
/astro-informatics/s2fft/blob/main/examples/spherical_harmonic_transform.py,2,2
/astro-informatics/s2fft/issues,2,2
/astro-informatics/s2fft/releases,2,2
