referrer,views_total,views_unique
github.com,57,8
Google,43,14
astro-informatics.github.io,10,5
jasonmcewen.org,8,2
dongaigc.com,4,2
colab.research.google.com,3,1
goodfirstissues.com,2,2
statics.teams.cdn.office.net,1,1
