time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-13 00:00:00+00:00,11,5,23.0,4.0
2025-06-14 00:00:00+00:00,10,4,,
2025-06-15 00:00:00+00:00,17,6,2.0,2.0
2025-06-16 00:00:00+00:00,45,19,26.0,6.0
2025-06-17 00:00:00+00:00,16,10,35.0,8.0
2025-06-18 00:00:00+00:00,19,12,25.0,8.0
2025-06-19 00:00:00+00:00,52,14,51.0,9.0
2025-06-20 00:00:00+00:00,11,3,16.0,5.0
2025-06-21 00:00:00+00:00,13,4,3.0,2.0
2025-06-22 00:00:00+00:00,16,5,5.0,4.0
2025-06-23 00:00:00+00:00,14,7,22.0,4.0
2025-06-24 00:00:00+00:00,11,3,15.0,6.0
2025-06-25 00:00:00+00:00,10,4,6.0,5.0
2025-06-26 00:00:00+00:00,3,2,27.0,7.0
