referrer,views_total,views_unique
github.com,56,7
Google,52,15
astro-informatics.github.io,25,5
dongaigc.com,4,2
goodfirstissues.com,2,2
statics.teams.cdn.office.net,1,1
jasonmcewen.org,1,1
