referrer,views_total,views_unique
astro-informatics.github.io,75,3
Google,74,18
edgeservices.bing.com,23,1
DuckDuckGo,13,1
github.com,8,3
jasonmcewen.org,3,1
medium.com,1,1
cn.bing.com,1,1
blog.csdn.net,1,1
ya.ru,1,1
