time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,16,8,,
2025-12-06 00:00:00+00:00,6,6,4.0,4.0
2025-12-07 00:00:00+00:00,13,5,11.0,2.0
2025-12-08 00:00:00+00:00,14,13,6.0,2.0
2025-12-09 00:00:00+00:00,17,11,30.0,6.0
2025-12-10 00:00:00+00:00,15,7,38.0,7.0
2025-12-11 00:00:00+00:00,9,5,22.0,7.0
2025-12-12 00:00:00+00:00,11,6,55.0,6.0
2025-12-13 00:00:00+00:00,11,6,4.0,4.0
2025-12-14 00:00:00+00:00,18,9,5.0,3.0
2025-12-15 00:00:00+00:00,4,4,4.0,4.0
2025-12-16 00:00:00+00:00,12,12,33.0,4.0
2025-12-17 00:00:00+00:00,5,5,84.0,10.0
2025-12-18 00:00:00+00:00,3,3,17.0,2.0
2025-12-19 00:00:00+00:00,4,4,13.0,4.0
