time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,96,38,16,3
2026-04-23 00:00:00+00:00,160,60,4,4
2026-04-24 00:00:00+00:00,141,67,4,4
2026-04-25 00:00:00+00:00,140,56,3,2
2026-04-26 00:00:00+00:00,123,34,9,2
2026-04-27 00:00:00+00:00,131,40,13,4
2026-04-28 00:00:00+00:00,103,33,17,7
2026-04-29 00:00:00+00:00,90,38,30,8
2026-04-30 00:00:00+00:00,94,30,15,9
2026-05-01 00:00:00+00:00,133,42,15,9
2026-05-02 00:00:00+00:00,47,20,11,7
2026-05-03 00:00:00+00:00,76,29,8,8
2026-05-04 00:00:00+00:00,50,22,10,4
2026-05-05 00:00:00+00:00,80,33,10,4
