url_path,views_total,views_unique
/astro-informatics/s2fft,160,100
/astro-informatics/s2fft/pulls,22,2
/astro-informatics/s2fft/tree/main/notebooks,15,8
/astro-informatics/s2fft/actions,14,3
/astro-informatics/s2fft/actions/workflows/tests.yml,11,3
/astro-informatics/s2fft/tree/main/s2fft,9,7
/astro-informatics/s2fft/issues,7,1
/astro-informatics/s2fft/pull/304,7,1
/astro-informatics/s2fft/blob/922dae6adb0a2064fced3081708546d922eca34a/s2fft/transforms/spherical.py,5,2
/astro-informatics/s2fft/pull/305,5,1
