time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,13,4,3,2
2025-06-22 00:00:00+00:00,16,5,5,4
2025-06-23 00:00:00+00:00,14,7,22,4
2025-06-24 00:00:00+00:00,11,3,15,6
2025-06-25 00:00:00+00:00,10,4,6,5
2025-06-26 00:00:00+00:00,13,6,27,7
2025-06-27 00:00:00+00:00,10,4,7,5
2025-06-28 00:00:00+00:00,51,12,19,5
2025-06-29 00:00:00+00:00,23,10,7,5
2025-06-30 00:00:00+00:00,18,12,13,8
2025-07-01 00:00:00+00:00,50,7,15,7
2025-07-02 00:00:00+00:00,50,13,39,8
2025-07-03 00:00:00+00:00,16,9,24,8
2025-07-04 00:00:00+00:00,3,3,21,6
