referrer,views_total,views_unique
pypi.org,53,1
Google,36,12
astro-informatics.github.io,8,3
chatgpt.com,7,2
search.brave.com,5,1
github.com,3,3
Bing,2,2
ecosia.org,2,1
lnkd.in,2,1
DuckDuckGo,1,1
