url_path,views_total,views_unique
/astro-informatics/s2fft,74,39
/astro-informatics/s2fft/pulls,17,5
/astro-informatics/s2fft/tree/main/notebooks,14,6
/astro-informatics/s2fft/tree/main,8,4
/astro-informatics/s2fft/issues/251,8,3
/astro-informatics/s2fft/issues,7,3
/astro-informatics/s2fft/tree/main/s2fft,6,6
/astro-informatics/s2fft/issues/269,6,3
/astro-informatics/s2fft/blob/main/notebooks/JAX_CUDA_HEALPix.ipynb,4,3
/astro-informatics/s2fft/blob/main/notebooks/spherical_harmonic_transform.ipynb,4,3
