time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,11,5,9,6
2025-11-09 00:00:00+00:00,36,14,12,6
2025-11-10 00:00:00+00:00,28,12,115,14
2025-11-11 00:00:00+00:00,57,16,55,6
2025-11-12 00:00:00+00:00,10,8,31,7
2025-11-13 00:00:00+00:00,14,9,37,10
2025-11-14 00:00:00+00:00,9,7,32,10
2025-11-15 00:00:00+00:00,8,6,6,4
2025-11-16 00:00:00+00:00,21,8,19,3
2025-11-17 00:00:00+00:00,7,7,40,9
2025-11-18 00:00:00+00:00,8,8,10,6
2025-11-19 00:00:00+00:00,4,4,59,13
2025-11-20 00:00:00+00:00,4,4,30,11
2025-11-21 00:00:00+00:00,28,10,29,6
