time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,66,11,41,4
2025-08-18 00:00:00+00:00,30,13,46,8
2025-08-19 00:00:00+00:00,11,4,10,3
2025-08-20 00:00:00+00:00,9,3,6,6
2025-08-21 00:00:00+00:00,20,9,4,4
2025-08-22 00:00:00+00:00,8,2,15,4
2025-08-23 00:00:00+00:00,15,8,2,2
2025-08-24 00:00:00+00:00,21,6,11,8
2025-08-25 00:00:00+00:00,16,8,4,3
2025-08-26 00:00:00+00:00,18,7,8,5
2025-08-27 00:00:00+00:00,94,13,121,10
2025-08-28 00:00:00+00:00,22,13,19,5
2025-08-29 00:00:00+00:00,11,5,51,4
2025-08-30 00:00:00+00:00,1,1,17,3
