time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,13.0,7.0,7.0,3.0
2025-08-08 00:00:00+00:00,14.0,8.0,19.0,3.0
2025-08-09 00:00:00+00:00,12.0,6.0,,
2025-08-10 00:00:00+00:00,16.0,6.0,60.0,4.0
2025-08-11 00:00:00+00:00,76.0,11.0,77.0,10.0
2025-08-12 00:00:00+00:00,28.0,5.0,5.0,4.0
2025-08-13 00:00:00+00:00,21.0,10.0,35.0,8.0
2025-08-14 00:00:00+00:00,,,6.0,3.0
2025-08-15 00:00:00+00:00,,,13.0,5.0
2025-08-16 00:00:00+00:00,,,5.0,5.0
2025-08-17 00:00:00+00:00,,,41.0,4.0
2025-08-18 00:00:00+00:00,,,46.0,8.0
2025-08-19 00:00:00+00:00,,,11.0,5.0
2025-08-20 00:00:00+00:00,,,4.0,4.0
