url_path,views_total,views_unique
/astro-informatics/s2fft,82,35
/astro-informatics/s2fft/pull/290,30,4
/astro-informatics/s2fft/pulls,29,5
/astro-informatics/s2fft/issues,25,8
/astro-informatics/s2fft/actions,16,2
/astro-informatics/s2fft/tree/main/s2fft,14,8
/astro-informatics/s2fft/pull/358,9,3
/astro-informatics/s2fft/actions/runs/21861883586/job/63092906656,6,2
/astro-informatics/s2fft/pull/290/changes,6,2
/astro-informatics/s2fft/pull/290/checks,6,2
