referrer,views_total,views_unique
linkedin.com,58,45
Google,39,17
com.linkedin.android,29,21
github.com,19,10
DuckDuckGo,18,1
Bing,14,1
chatgpt.com,8,2
statics.teams.cdn.office.net,4,4
cn.bing.com,4,1
lnkd.in,2,2
