time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,63,39,5,3
2026-06-03 00:00:00+00:00,333,93,21,3
2026-06-04 00:00:00+00:00,57,26,4,4
2026-06-05 00:00:00+00:00,183,90,20,6
2026-06-06 00:00:00+00:00,37,16,15,4
2026-06-07 00:00:00+00:00,58,19,13,3
2026-06-08 00:00:00+00:00,115,36,14,7
2026-06-09 00:00:00+00:00,41,31,1,1
2026-06-10 00:00:00+00:00,99,58,1,1
2026-06-11 00:00:00+00:00,380,155,4,3
2026-06-12 00:00:00+00:00,86,56,12,4
2026-06-13 00:00:00+00:00,82,33,10,10
2026-06-14 00:00:00+00:00,154,67,8,2
2026-06-15 00:00:00+00:00,75,23,10,7
