referrer,views_total,views_unique
Google,72,11
github.com,55,8
astro-informatics.github.io,7,2
DuckDuckGo,2,2
dongaigc.com,1,1
jasonmcewen.org,1,1
m.facebook.com,1,1
medium.com,1,1
pypi.org,1,1
