referrer,views_total,views_unique
linkedin.com,78,60
Google,57,17
com.linkedin.android,42,30
github.com,20,11
DuckDuckGo,18,1
Bing,14,1
chatgpt.com,8,2
statics.teams.cdn.office.net,4,4
arxiv.org,4,2
cn.bing.com,4,1
