referrer,views_total,views_unique
astro-informatics.github.io,111,7
Google,71,16
edgeservices.bing.com,23,1
DuckDuckGo,19,1
github.com,10,4
jasonmcewen.org,10,2
sciencedirect.com,5,1
pypi.org,3,1
medium.com,1,1
ya.ru,1,1
