time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,29,17,4,3
2026-07-23 00:00:00+00:00,171,43,15,9
2026-07-24 00:00:00+00:00,52,36,0,0
2026-07-25 00:00:00+00:00,36,20,0,0
2026-07-26 00:00:00+00:00,50,21,0,0
2026-07-27 00:00:00+00:00,24,14,4,2
2026-07-28 00:00:00+00:00,93,46,1,1
2026-07-29 00:00:00+00:00,38,24,12,3
2026-07-30 00:00:00+00:00,34,18,72,3
2026-07-31 00:00:00+00:00,37,16,6,3
2026-08-01 00:00:00+00:00,36,18,0,0
2026-08-02 00:00:00+00:00,102,34,1,1
2026-08-03 00:00:00+00:00,92,48,7,7
2026-08-04 00:00:00+00:00,90,56,7,7
