time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,12,8,3,3
2025-11-25 00:00:00+00:00,5,5,45,10
2025-11-26 00:00:00+00:00,29,26,91,5
2025-11-27 00:00:00+00:00,6,5,19,7
2025-11-28 00:00:00+00:00,3,3,36,4
2025-11-29 00:00:00+00:00,5,5,2,2
2025-11-30 00:00:00+00:00,7,3,1,1
2025-12-01 00:00:00+00:00,36,11,21,7
2025-12-02 00:00:00+00:00,15,10,14,7
2025-12-03 00:00:00+00:00,140,41,41,8
2025-12-04 00:00:00+00:00,20,7,21,7
2025-12-05 00:00:00+00:00,25,16,1,1
2025-12-06 00:00:00+00:00,6,6,4,4
2025-12-07 00:00:00+00:00,6,2,11,2
