url_path,views_total,views_unique
/astro-informatics/s2fft,71,35
/astro-informatics/s2fft/tree/main/s2fft,10,4
/astro-informatics/s2fft/pulls,8,1
/astro-informatics/s2fft/tree/main/notebooks,7,2
/astro-informatics/s2fft/tree/main/s2fft/transforms,5,3
/astro-informatics/s2fft/pull/315,5,1
/astro-informatics/s2fft/blob/main/s2fft/transforms/spherical.py,4,3
/astro-informatics/s2fft/tree/main/s2fft/sampling,4,3
/astro-informatics/s2fft/issues,4,2
/astro-informatics/s2fft/blob/main/notebooks/JAX_CUDA_HEALPix.ipynb,4,1
