time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,20,14,25,6
2026-08-29 00:00:00+00:00,18,7,2,2
2026-08-30 00:00:00+00:00,22,9,0,0
2026-08-31 00:00:00+00:00,215,158,3,2
2026-09-01 00:00:00+00:00,39,19,8,4
2026-09-02 00:00:00+00:00,36,27,3,2
2026-09-03 00:00:00+00:00,45,37,6,5
2026-09-04 00:00:00+00:00,38,20,2,1
2026-09-05 00:00:00+00:00,13,6,1,1
2026-09-06 00:00:00+00:00,226,132,21,2
2026-09-07 00:00:00+00:00,427,202,7,3
2026-09-08 00:00:00+00:00,32,11,3,3
2026-09-09 00:00:00+00:00,235,89,9,9
2026-09-10 00:00:00+00:00,56,46,17,13
