referrer,views_total,views_unique
linkedin.com,84,65
Google,58,18
com.linkedin.android,48,34
github.com,20,11
DuckDuckGo,18,1
Bing,14,1
chatgpt.com,8,2
cn.bing.com,5,2
statics.teams.cdn.office.net,4,4
lnkd.in,4,4
