referrer,views_total,views_unique
Google,30,12
astro-informatics.github.io,27,5
github.com,16,4
Bing,11,1
cn.bing.com,7,2
linkedin.com,5,3
arxiv.org,4,3
pypi.org,1,1
t.co,1,1
