time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-07 00:00:00+00:00,427,202,7,3
2026-09-08 00:00:00+00:00,32,11,3,3
2026-09-09 00:00:00+00:00,235,89,9,9
2026-09-10 00:00:00+00:00,56,46,17,13
2026-09-11 00:00:00+00:00,158,72,23,16
2026-09-12 00:00:00+00:00,62,46,10,10
2026-09-13 00:00:00+00:00,108,36,25,11
2026-09-14 00:00:00+00:00,91,37,46,11
2026-09-15 00:00:00+00:00,42,27,3,3
2026-09-16 00:00:00+00:00,98,37,23,6
2026-09-17 00:00:00+00:00,49,22,48,4
2026-09-18 00:00:00+00:00,57,42,30,10
2026-09-19 00:00:00+00:00,40,26,5,5
2026-09-20 00:00:00+00:00,52,29,7,4
