referrer,views_total,views_unique
Google,53,10
github.com,50,7
astro-informatics.github.io,7,2
DuckDuckGo,2,2
medium.com,2,1
jasonmcewen.org,1,1
m.facebook.com,1,1
pypi.org,1,1
