referrer,views_total,views_unique
astro-informatics.github.io,97,8
Google,88,15
github.com,43,6
edgeservices.bing.com,23,1
DuckDuckGo,19,1
paperswithcode.com,8,1
jasonmcewen.org,7,1
Bing,5,1
sciencedirect.com,5,1
medium.com,4,1
