referrer,views_total,views_unique
Google,47,8
astro-informatics.github.io,45,5
chatgpt.com,16,3
cn.bing.com,12,2
arxiv.org,10,2
Bing,7,1
linkedin.com,3,3
claude.ai,1,1
github.com,1,1
