time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,103,33,17,7
2026-04-29 00:00:00+00:00,90,38,30,8
2026-04-30 00:00:00+00:00,94,30,15,9
2026-05-01 00:00:00+00:00,133,42,15,9
2026-05-02 00:00:00+00:00,47,20,11,7
2026-05-03 00:00:00+00:00,76,29,8,8
2026-05-04 00:00:00+00:00,50,22,10,4
2026-05-05 00:00:00+00:00,80,33,10,4
2026-05-06 00:00:00+00:00,96,31,7,2
2026-05-07 00:00:00+00:00,94,32,2,2
2026-05-08 00:00:00+00:00,58,27,23,4
2026-05-09 00:00:00+00:00,49,23,1,1
2026-05-10 00:00:00+00:00,47,12,11,3
2026-05-11 00:00:00+00:00,69,31,16,4
