url_path,views_total,views_unique
/astro-informatics/s2fft,72,30
/astro-informatics/s2fft/pulls,25,3
/astro-informatics/s2fft/issues,19,5
/astro-informatics/s2fft/tree/main/notebooks,9,6
/astro-informatics/s2fft/tree/main/s2fft,9,6
/astro-informatics/s2fft/pull/271,9,1
/astro-informatics/s2fft/issues/269,6,4
/astro-informatics/s2fft/blob/main/notebooks/spherical_rotation.ipynb,6,3
/astro-informatics/s2fft/issues/227,5,2
/astro-informatics/s2fft/pull/270,5,1
