url_path,views_total,views_unique
/astro-informatics/s2fft,72,31
/astro-informatics/s2fft/issues,16,5
/astro-informatics/s2fft/pulls,14,3
/astro-informatics/s2fft/tree/main/notebooks,12,7
/astro-informatics/s2fft/tree/main/s2fft,10,7
/astro-informatics/s2fft/blob/main/notebooks/spherical_rotation.ipynb,7,4
/astro-informatics/s2fft/issues/227,5,2
/astro-informatics/s2fft/blob/main/notebooks/plotting_functions.py,4,3
/astro-informatics/s2fft/blob/main/s2fft/sampling/s2_samples.py,4,3
/astro-informatics/s2fft/issues/269,4,3
