referrer,views_total,views_unique
linkedin.com,269,209
Google,80,18
com.linkedin.android,55,44
github.com,41,12
DuckDuckGo,16,2
lnkd.in,14,13
cn.bing.com,14,3
Bing,6,1
jasonmcewen.org,3,1
statics.teams.cdn.office.net,2,2
