referrer,views_total,views_unique
Google,50,19
linkedin.com,31,28
DuckDuckGo,19,2
astro-informatics.github.io,11,3
cn.bing.com,5,2
github.com,4,4
medium.com,4,1
com.linkedin.android,3,3
lnkd.in,3,3
ecosia.org,2,1
