referrer,views_total,views_unique
Google,74,22
astro-informatics.github.io,25,6
Bing,10,1
ecosia.org,9,1
linkedin.com,7,7
github.com,6,3
jasonmcewen.org,5,1
com.linkedin.android,3,2
chatgpt.com,2,1
statics.teams.cdn.office.net,1,1
