referrer,views_total,views_unique
Google,45,17
linkedin.com,42,35
DuckDuckGo,18,1
github.com,14,8
Bing,14,1
com.linkedin.android,9,9
chatgpt.com,8,2
medium.com,4,1
cn.bing.com,4,1
lnkd.in,2,2
