time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-25 00:00:00+00:00,27,14,3,3
2025-10-26 00:00:00+00:00,15,11,3,3
2025-10-27 00:00:00+00:00,19,11,9,6
2025-10-28 00:00:00+00:00,17,15,19,6
2025-10-29 00:00:00+00:00,16,8,8,2
2025-10-30 00:00:00+00:00,4,4,11,7
2025-10-31 00:00:00+00:00,5,5,14,7
2025-11-01 00:00:00+00:00,11,10,1,1
2025-11-02 00:00:00+00:00,7,3,10,3
2025-11-03 00:00:00+00:00,27,12,23,8
2025-11-04 00:00:00+00:00,11,8,18,5
2025-11-05 00:00:00+00:00,10,7,9,3
2025-11-06 00:00:00+00:00,13,12,5,5
2025-11-07 00:00:00+00:00,17,17,53,11
