time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-16 00:00:00+00:00,10,3,8,1
2025-03-17 00:00:00+00:00,15,6,74,5
2025-03-18 00:00:00+00:00,9,6,88,11
2025-03-19 00:00:00+00:00,5,3,76,8
2025-03-20 00:00:00+00:00,63,9,171,20
2025-03-21 00:00:00+00:00,19,8,48,11
2025-03-22 00:00:00+00:00,6,6,17,1
2025-03-23 00:00:00+00:00,15,6,1,1
2025-03-24 00:00:00+00:00,6,3,31,7
2025-03-25 00:00:00+00:00,132,14,125,6
2025-03-26 00:00:00+00:00,54,8,197,41
2025-03-27 00:00:00+00:00,5,3,37,24
2025-03-28 00:00:00+00:00,56,7,138,6
2025-03-29 00:00:00+00:00,6,6,32,5
