url_path,views_total,views_unique
/astro-informatics/s2fft,47,29
/astro-informatics/s2fft/pulls,31,2
/astro-informatics/s2fft/pull/290,19,4
/astro-informatics/s2fft/tree/main/s2fft,12,6
/astro-informatics/s2fft/pull/333,12,1
/astro-informatics/s2fft/pull/290/files,8,1
/astro-informatics/s2fft/tree/main,7,1
/astro-informatics/s2fft/actions,6,1
/astro-informatics/s2fft/tree/main/notebooks,5,3
/astro-informatics/s2fft/tree/main/s2fft/transforms,5,3
