time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-23 00:00:00+00:00,11.0,3.0,1.0,1.0
2025-02-24 00:00:00+00:00,21.0,4.0,38.0,4.0
2025-02-25 00:00:00+00:00,19.0,4.0,58.0,8.0
2025-02-26 00:00:00+00:00,6.0,3.0,50.0,8.0
2025-02-27 00:00:00+00:00,4.0,3.0,7.0,4.0
2025-02-28 00:00:00+00:00,5.0,3.0,12.0,4.0
2025-03-01 00:00:00+00:00,8.0,6.0,,
2025-03-02 00:00:00+00:00,8.0,3.0,4.0,3.0
2025-03-03 00:00:00+00:00,3.0,3.0,26.0,5.0
2025-03-04 00:00:00+00:00,9.0,8.0,14.0,6.0
2025-03-05 00:00:00+00:00,6.0,4.0,50.0,6.0
2025-03-06 00:00:00+00:00,18.0,6.0,74.0,5.0
2025-03-07 00:00:00+00:00,4.0,3.0,32.0,4.0
2025-03-08 00:00:00+00:00,,,11.0,4.0
