referrer,views_total,views_unique
astro-informatics.github.io,74,2
Google,68,16
edgeservices.bing.com,23,1
github.com,8,3
jasonmcewen.org,3,1
cn.bing.com,2,1
medium.com,1,1
blog.csdn.net,1,1
Bing,1,1
ya.ru,1,1
