time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,109,58,15,12
2026-07-13 00:00:00+00:00,122,68,15,7
2026-07-14 00:00:00+00:00,222,100,10,6
2026-07-15 00:00:00+00:00,186,81,12,7
2026-07-16 00:00:00+00:00,40,21,23,13
2026-07-17 00:00:00+00:00,48,27,9,9
2026-07-18 00:00:00+00:00,49,28,2,2
2026-07-19 00:00:00+00:00,23,8,5,5
2026-07-20 00:00:00+00:00,65,34,6,6
2026-07-21 00:00:00+00:00,25,16,19,10
2026-07-22 00:00:00+00:00,29,17,4,3
2026-07-23 00:00:00+00:00,171,43,15,9
2026-07-24 00:00:00+00:00,52,36,0,0
2026-07-25 00:00:00+00:00,36,20,0,0
