url_path,views_total,views_unique
/astro-informatics/s2fft,118,33
/astro-informatics/s2fft/pulls,94,20
/astro-informatics/s2fft/issues,41,17
/astro-informatics/s2fft/commits,38,26
/astro-informatics/s2fft/tree/main/s2fft,31,10
/astro-informatics/s2fft/actions,26,3
/astro-informatics/s2fft/pull/290,23,5
/astro-informatics/s2fft/pull/277,15,2
/astro-informatics/s2fft/tree/main,12,7
/astro-informatics/s2fft/tree/main/s2fft/sampling,12,4
