url_path,views_total,views_unique
/astro-informatics/s2fft,72,35
/astro-informatics/s2fft/tree/main/s2fft,30,12
/astro-informatics/s2fft/pulls,24,5
/astro-informatics/s2fft/blob/main/s2fft/sampling/s2_samples.py,12,5
/astro-informatics/s2fft/tree/main/s2fft/utils,10,5
/astro-informatics/s2fft/tree/main/s2fft/sampling,9,5
/astro-informatics/s2fft/blob/main/s2fft/utils/quadrature.py,9,2
/astro-informatics/s2fft/pull/271,9,1
/astro-informatics/s2fft/blob/main/s2fft/transforms/spherical.py,8,7
/astro-informatics/s2fft/tree/main/s2fft/transforms,8,7
