url_path,views_total,views_unique
/astro-informatics/s2fft,127,38
/astro-informatics/s2fft/pulls,79,7
/astro-informatics/s2fft/issues,49,11
/astro-informatics/s2fft/issues/279,24,8
/astro-informatics/s2fft/actions,20,3
/astro-informatics/s2fft/tree/main/s2fft,17,10
/astro-informatics/s2fft/pull/278,15,3
/astro-informatics/s2fft/issues/280,12,6
/astro-informatics/s2fft/blob/main/notebooks/JAX_HEALPix_frontend.ipynb,11,2
/astro-informatics/s2fft/pull/275,9,2
