time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-26 00:00:00+00:00,35,14,12,2
2026-06-27 00:00:00+00:00,48,11,1,1
2026-06-28 00:00:00+00:00,30,16,4,4
2026-06-29 00:00:00+00:00,65,32,8,8
2026-06-30 00:00:00+00:00,42,32,20,11
2026-07-01 00:00:00+00:00,72,55,13,10
2026-07-02 00:00:00+00:00,175,66,12,4
2026-07-03 00:00:00+00:00,68,39,15,11
2026-07-04 00:00:00+00:00,28,16,2,2
2026-07-05 00:00:00+00:00,49,30,1,1
2026-07-06 00:00:00+00:00,51,34,4,4
2026-07-07 00:00:00+00:00,54,31,1,1
2026-07-08 00:00:00+00:00,23,16,1,1
2026-07-09 00:00:00+00:00,80,64,7,4
