referrer,views_total,views_unique
linkedin.com,206,154
com.linkedin.android,76,56
Google,61,19
github.com,28,17
DuckDuckGo,18,1
Bing,14,1
lnkd.in,9,8
chatgpt.com,8,2
statics.teams.cdn.office.net,6,6
astro-informatics.github.io,4,2
